1,Greece,Psatha,i20,00:05:43.862,2025-08-10 16:22:17.09297
2,Chile,Pelun,i20,00:03:51.244,2025-09-11 17:33:31.10473
3,Chile,Pelun,i20,00:03:49.268,2025-09-11 17:40:52.446435
4,Chile,Pelun,i20,00:03:45.707,2025-09-11 22:00:13.477298
5,Greece,Psatha,i20,00:05:22.748,2025-09-25 23:29:31.864726
6,Chile,Pelun,i20,00:03:45.132,2025-09-25 23:46:56.28589
7,Greece,Amfissa,i20,00:04:24.15,2025-09-29 23:15:51.642831
8,Greece,Paleohori,i20,00:03:38.004,2025-09-29 23:33:19.445152
9,Greece,Amfissa,i20,00:04:11.545,2025-10-02 22:48:40.429256
10,Greece,Amfissa,i20,00:04:06.037,2025-10-02 23:08:17.716636
11,Greece,Paleohori,i20,00:03:26.429,2025-10-03 11:39:57.05326
