11,Japan,Shitara,i20,00:14:20.625,2024-07-26 23:03:33.299695
117,New-Zealand,Te-Akau-South,i20,00:13:56.333,2024-09-29 16:36:42.901889
134,Germany,Freisen,i20,00:03:40.952,2024-10-14 13:50:28.542744
140,Japan,Okazaki,i20,00:04:29.096,2024-10-25 22:34:43.36349
156,Wales,Great-Orme,i20,00:02:20.097,2024-11-08 17:00:49.244295
167,Japan,Shinshiro,i20,00:04:06.48,2024-11-22 18:31:18.033341
231,Japan,Nagakute,i20,00:03:44.997,2025-02-07 00:53:39.631707
257,Germany,Moselland,i20,00:04:07.784,2025-03-14 15:28:32.924478
276,Portugal,Viana-Do-Castelo,i20,00:03:06.535,2025-05-19 23:55:35.31009
277,Argentina,El-Condor,i20,00:04:49.23,2025-05-23 23:02:54.281076
278,Turkey,Cicekli,i20,00:04:22.619,2025-05-25 00:12:14.870743
279,Finland,Horkka,i20,00:03:17.524,2025-05-26 14:25:17.482812
280,Finland,Pihlajakoski,i20,00:04:05.027,2025-05-27 01:15:36.823918
281,Finland,Arvaja,i20,00:04:13.142,2025-07-06 12:52:48.009677
282,New-Zealand,Batley,i20,00:03:59.088,2025-07-16 19:45:35.158496
284,Germany,Panzerplatte,i20,00:01:37.673,2025-07-23 09:25:45.594596
285,Finland,Ouninpohja,i20,00:04:35.468,2025-07-28 16:00:28.816711
286,Sweden,Vargasen,i20,00:04:08.22,2025-07-29 16:12:47.825472
288,Wales,Hafren,i20,00:03:17.014,2025-08-01 00:26:06.283731
291,Argentina,Cuchilla-Nevada,i20,00:04:23.704,2025-08-01 12:06:18.815632
292,Portugal,Arganil,i20,00:04:27.057,2025-08-01 18:44:32.489979
293,Sweden,Torsby,i20,00:02:51.367,2025-08-02 00:03:07.485156
294,Turkey,Datca,i20,00:04:29.163,2025-08-02 12:43:11.2603
295,Portugal,Felgueiras,i20,00:05:11.13,2025-08-02 13:29:14.628346
297,New-Zealand,Brooks,i20,00:04:01.837,2025-08-02 14:08:41.743516
299,Portugal,Fafe,i20,00:02:59.78,2025-08-02 15:31:36.50414
300,Monte-Carlo,Agnieres,i20,00:04:14.256,2025-08-08 01:24:58.081682
302,Italy,Baranta,i20,00:03:02.066,2025-08-11 22:08:42.042688
303,New-Zealand,Te-Hutewai,i20,00:05:04.506,2025-08-14 13:18:52.778737
304,Italy,Lerno,i20,00:02:22.322,2025-08-15 00:28:07.935914
305,Monte-Carlo,Luceram,i20,00:03:47.385,2025-08-15 12:59:04.391923
307,Wales,Brenig,yaris,00:03:50.122,2025-08-15 22:57:23.665503
308,Kenya,Ngema,yaris,00:03:28.472,2025-08-16 00:49:27.838393
309,Kenya,Seyabei,yaris,00:03:25.968,2025-08-16 01:09:00.990729
310,Mexico,Media-Luna-R,i20,00:02:45.105,2025-08-17 17:51:56.841891
311,Portugal,Lousada,i20,00:02:25.881,2025-08-18 22:55:17.581277
312,Italy,Ittiri,yaris,00:01:48.1,2025-08-19 16:22:41.255863
313,Sweden,Karlstad,yaris,00:01:39.722,2025-08-19 16:41:48.393959
314,Finland,Harju,yaris,00:01:27.705,2025-08-19 16:54:29.695107
315,Mexico,Leon,i20,00:01:30.454,2025-08-19 20:41:11.648001
316,Mexico,Ibarrilla,i20,00:04:27.953,2025-08-19 21:14:01.903593
317,Monte-Carlo,Col-De-Braus,yaris,00:04:28.724,2025-08-20 19:48:49.334453
318,Turkey,Marmaris,yaris,00:01:48.278,2025-08-20 23:53:51.404872
